Spieler,Verein,Liga,Competition,Position,Markt,Alter,Altersband,Datenquelle,PSV-99,Speed Flag,Speed Score,Δ PSV-99,HSR Distance P60BIP,Sprint Distance P60BIP,HI Distance BIP P60BIP,Explosive Acceleration to Sprint Count P60BIP,BIP Score,BIP Level,Δ HSR BIP,HSR Distance OTIP P30OTIP,Sprint Distance OTIP P30OTIP,HI Distance OTIP P30OTIP,Explosive Acceleration to Sprint Count OTIP P30OTIP,OTIP Score,OTIP Pass,Δ HSR OTIP,TOP 3 Time to HSR,TOP 3 Time to HSR post-COD,TOP 3 Time to Sprint,TOP 3 Time to 505 around 90,Burst Score,Δ T→HSR,Physical Score,IFI Percentile,IFI Label,Final Tier,Pct_Territorial dominance,Lbl_Territorial dominance,Pct_Composure,Lbl_Composure,Pct_Aerial threat,Lbl_Aerial threat,Pct_Intelligent defence,Lbl_Intelligent defence,Pct_Involvement,Lbl_Involvement,Pct_Progression,Lbl_Progression,Pct_Chance prevention,Lbl_Chance prevention,Pct_Defensive heading,Lbl_Defensive heading,Pct_Active defence,Lbl_Active defence,Pct_Providing teammates,Lbl_Providing teammates,Pct_Passing quality,Lbl_Passing quality,Pct_Run quality,Lbl_Run quality,Pct_Box threat,Lbl_Box threat,Pct_Poaching,Lbl_Poaching,Pct_Finishing,Lbl_Finishing,Pct_Hold-up play,Lbl_Hold-up play,Pct_Pressing,Lbl_Pressing,Pct_Dribbling,Lbl_Dribbling,Minuten,Spielertyp
Omar Badarneh,Rapid Wien II,AUT 2.L,AUT - 2. Liga,Midfielder,DACH,19,U21,vollständig,27.03,—,0.0,-1.51,679.82,132.27,812.1,0.33,1.0,🔽 LOW,6.9,482.09,102.21,584.31,0.31,2.0,✅ YES,115.0,0.63,0.7,1.49,1.9,3.0,-0.03,5.5,0.289,BELOW,🔴 RISIKO,,,,,,,0.688,AVERAGE,0.703,AVERAGE,0.276,BELOW,,,,,0.7,AVERAGE,0.222,WEAK,0.158,WEAK,,,0.069,WEAK,,,,,,,,,,,1348,Defensivmittelfeld
Richard Steinhauser,Carl Zeiss Jena U19,U19 BL,GER - U19 Bundesliga,Fullback,DACH,19,U21,vollständig,28.23,—,0.0,-0.31,659.94,139.33,799.27,1.41,1.0,🔽 LOW,-13.0,483.54,80.36,563.9,1.36,3.0,✅ YES,116.5,0.78,,1.89,2.18,0.0,0.12,5.5,0.575,AVERAGE,🔴 RISIKO,0.8,STRONG,,,,,0.155,WEAK,0.178,WEAK,0.708,AVERAGE,0.399,BELOW,,,0.133,WEAK,0.948,ELITE,0.766,STRONG,0.688,AVERAGE,,,,,,,,,,,,,701,Offensiver AV
Samuel Fankhauser,Étoile Carouge,SUI CL,SUI - Challenge League,Central Defender,DACH,22,U23,vollständig,29.55,🟠 MEDIUM,1.0,1.01,501.27,135.71,636.98,0.84,1.0,🔽 LOW,-171.7,302.87,80.78,383.65,0.69,1.0,❌ NO,-64.2,0.65,0.69,1.5,2.29,2.0,-0.01,5.5,0.307,BELOW,🔴 RISIKO,0.129,WEAK,0.366,BELOW,0.104,WEAK,0.579,AVERAGE,0.499,BELOW,0.154,WEAK,0.987,ELITE,0.286,BELOW,0.535,AVERAGE,,,,,,,,,,,,,,,,,,,710,Allrounder
Fabian Mehlitz,Erzgebirge Aue U19,U19 BL,GER - U19 Bundesliga,Central Defender,DACH,19,U21,vollständig,29.77,🟠 MEDIUM,1.0,1.23,461.53,194.5,656.03,0.31,1.0,🔽 LOW,-211.4,307.75,118.08,425.83,0.1,1.0,❌ NO,-59.3,0.62,0.69,1.44,2.01,2.0,-0.04,5.5,0.647,AVERAGE,🔴 RISIKO,0.554,AVERAGE,0.194,WEAK,0.704,AVERAGE,0.722,AVERAGE,0.533,AVERAGE,0.831,STRONG,0.155,WEAK,0.761,STRONG,0.658,AVERAGE,,,,,,,,,,,,,,,,,,,1050,Spielaufbauender IV
Jonas Büchte,Velbert,RL West,GER - Regionalliga West,Midfielder,DACH,25,24+,vollständig,27.7,—,0.0,-0.84,628.21,163.34,791.56,0.16,0.0,🔽 LOW,-44.7,440.09,126.17,566.27,0.15,3.0,✅ YES,73.0,0.58,0.65,1.57,2.04,2.0,-0.08,5.5,0.265,BELOW,🔴 RISIKO,,,,,,,0.509,AVERAGE,0.583,AVERAGE,0.283,BELOW,,,,,0.687,AVERAGE,0.24,WEAK,0.292,BELOW,,,0.15,WEAK,,,,,,,,,,,1352,Allrounder
Luca Netz,Borussia M'gladbach,BL DE,GER - Bundesliga,Fullback,DACH,23,U23,vollständig,29.42,🟠 MEDIUM,1.0,0.88,604.41,220.51,824.92,1.22,2.0,➡ MEDIUM,-68.5,269.59,83.05,352.63,0.27,0.0,❌ NO,-97.5,0.64,0.66,1.37,2.04,3.0,-0.02,5.5,0.123,WEAK,🔴 RISIKO,0.078,WEAK,,,,,0.077,WEAK,0.281,BELOW,0.167,WEAK,0.619,AVERAGE,,,0.171,WEAK,0.756,STRONG,0.337,BELOW,0.192,WEAK,,,,,,,,,,,,,1001,Allrounder
David Zec,Holstein Kiel,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Central Defender,DACH,26,24+,vollständig,28.7,🟠 MEDIUM,1.0,0.16,479.59,136.68,616.27,0.55,0.0,🔽 LOW,-193.4,306.8,97.47,404.28,0.46,1.0,❌ NO,-60.2,0.65,0.69,1.29,1.72,4.0,-0.01,5.5,0.663,AVERAGE,🔴 RISIKO,0.69,AVERAGE,0.546,AVERAGE,0.6,AVERAGE,0.753,STRONG,0.809,STRONG,0.367,BELOW,0.376,BELOW,0.419,BELOW,0.598,AVERAGE,,,,,,,,,,,,,,,,,,,2776,Kopfballstarker IV
Jannis Turtschan,Wacker Burghausen,RL Bayern,GER - Regionalliga Bayern,Fullback,DACH,25,24+,vollständig,28.18,—,0.0,-0.36,648.64,165.3,813.94,0.74,1.0,🔽 LOW,-24.3,402.55,83.03,485.58,0.34,2.0,✅ YES,35.5,0.58,0.69,1.17,2.08,3.0,-0.08,5.5,0.919,ELITE,🔴 RISIKO,0.78,STRONG,,,,,0.887,STRONG,0.932,ELITE,0.722,AVERAGE,0.72,AVERAGE,,,0.968,ELITE,0.692,AVERAGE,0.773,STRONG,0.131,WEAK,,,,,,,,,,,,,1739,Aufbauspieler
Justin  Forst,Admira,AUT 2.L,AUT - 2. Liga,Striker,DACH,23,U23,vollständig,30.11,🟠 MEDIUM,1.0,1.57,664.39,271.61,936.0,0.93,3.0,🔼 HIGH,-8.6,309.91,87.43,397.34,0.31,0.0,❌ NO,-57.1,0.69,0.78,1.35,2.02,1.0,0.03,5.5,0.41,BELOW,🔴 RISIKO,,,,,0.796,STRONG,,,0.322,BELOW,,,,,,,,,0.156,WEAK,,,0.839,STRONG,,,0.579,AVERAGE,0.108,WEAK,0.472,BELOW,0.517,AVERAGE,,,1066,Kopfballstürmer
Mohamed Belhadj Mahmoud,Lugano,SUI SL,SUI - Super League,Midfielder,DACH,26,24+,vollständig,28.33,—,0.0,-0.21,748.56,222.34,970.89,0.52,3.0,🔼 HIGH,75.6,361.95,106.16,468.11,0.22,1.0,❌ NO,-5.1,0.62,0.68,1.5,2.01,2.0,-0.04,5.5,0.162,WEAK,🔴 RISIKO,,,,,,,0.309,BELOW,0.101,WEAK,0.111,WEAK,,,,,0.393,BELOW,0.269,BELOW,0.295,BELOW,,,0.858,STRONG,,,,,,,,,,,1078,Allrounder
Lukas Kiefer,Stuttgarter Kickers,RL Südwest,GER - Regionalliga Südwest,Midfielder,DACH,33,24+,vollständig,27.04,—,0.0,-1.5,686.59,108.47,795.07,0.0,1.0,🔽 LOW,13.6,424.28,54.96,479.24,0.0,2.0,✅ YES,57.2,0.66,0.7,1.65,1.92,3.0,0.0,5.5,0.094,WEAK,🔴 RISIKO,,,,,,,0.489,BELOW,0.139,WEAK,0.14,WEAK,,,,,0.276,BELOW,0.295,BELOW,0.25,BELOW,,,0.413,BELOW,,,,,,,,,,,1442,Allrounder
Eliyah Rau,Nürnberg II,RL Bayern,GER - Regionalliga Bayern,Winger,DACH,20,U21,vollständig,29.38,🟠 MEDIUM,1.0,0.84,695.61,148.6,844.21,1.07,2.0,➡ MEDIUM,22.7,282.45,53.15,335.6,0.51,1.0,❌ NO,-84.6,0.83,0.91,1.64,2.42,0.0,0.17,5.5,0.249,WEAK,🔴 RISIKO,,,,,,,,,0.152,WEAK,,,,,,,,,0.828,STRONG,0.235,WEAK,0.625,AVERAGE,0.295,BELOW,,,0.322,BELOW,,,0.27,BELOW,0.33,BELOW,265,Tiefenläufer
Christian Theodor Kjelder Rasmussen,Fortuna Düsseldorf,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Winger,DACH,23,U23,vollständig,29.98,🟠 MEDIUM,1.0,1.44,595.01,243.99,839.0,0.72,2.0,➡ MEDIUM,-77.9,245.2,74.95,320.15,0.38,1.0,❌ NO,-121.9,0.79,,1.56,2.49,0.0,0.13,5.5,0.625,AVERAGE,🔴 RISIKO,,,,,,,,,0.336,BELOW,,,,,,,,,0.781,STRONG,0.897,STRONG,0.837,STRONG,0.733,AVERAGE,,,0.382,BELOW,,,0.021,WEAK,0.47,BELOW,518,Tiefenläufer + Box
Nico Elvedi,Borussia M'gladbach,BL DE,GER - Bundesliga,Central Defender,DACH,30,24+,vollständig,29.22,🟠 MEDIUM,1.0,0.68,355.42,115.1,470.52,0.74,1.0,🔽 LOW,-317.5,216.97,74.97,291.93,0.66,1.0,❌ NO,-150.1,0.67,0.77,1.23,1.94,2.0,0.01,5.5,0.683,AVERAGE,🔴 RISIKO,0.172,WEAK,0.851,STRONG,0.335,BELOW,0.847,STRONG,0.85,STRONG,0.458,BELOW,0.54,AVERAGE,0.591,AVERAGE,0.613,AVERAGE,,,,,,,,,,,,,,,,,,,3058,Defensivstark
Duban Felipe Ayala,Bellinzona,SUI CL,SUI - Challenge League,Midfielder,DACH,25,24+,vollständig,26.98,—,0.0,-1.56,798.25,143.22,941.47,0.12,2.0,➡ MEDIUM,125.3,501.06,80.9,581.96,0.0,2.0,✅ YES,134.0,0.61,0.96,1.44,1.98,1.0,-0.05,5.5,0.81,STRONG,🔴 RISIKO,,,,,,,0.908,ELITE,0.815,STRONG,0.444,BELOW,,,,,0.896,STRONG,0.483,BELOW,0.34,BELOW,,,0.611,AVERAGE,,,,,,,,,,,918,Defensivmittelfeld
Christopher Olsa,Admira,AUT 2.L,AUT - 2. Liga,Striker,DACH,20,U21,vollständig,28.97,🟠 MEDIUM,1.0,0.43,620.85,225.14,845.99,0.76,2.0,➡ MEDIUM,-52.1,307.97,147.1,455.07,0.0,1.0,❌ NO,-59.1,,,,2.77,0.0,,5.5,0.468,BELOW,🔴 RISIKO,,,,,0.591,AVERAGE,,,0.575,AVERAGE,,,,,,,,,0.773,STRONG,,,0.07,WEAK,,,0.526,AVERAGE,0.15,WEAK,0.477,BELOW,0.786,STRONG,,,152,Allrounder
Matti Steinmann,Drochtersen / Assel,RL Nord,GER - Regionalliga Nord,Midfielder,DACH,31,24+,vollständig,28.33,—,0.0,-0.21,589.46,162.35,751.81,0.27,0.0,🔽 LOW,-83.5,415.8,133.31,549.1,0.28,3.0,✅ YES,48.8,0.53,0.58,1.48,2.28,2.0,-0.13,5.5,0.623,AVERAGE,🔴 RISIKO,,,,,,,0.843,STRONG,0.684,AVERAGE,0.45,BELOW,,,,,0.917,ELITE,0.122,WEAK,0.471,BELOW,,,0.415,BELOW,,,,,,,,,,,848,Defensivmittelfeld
Lamar  Yarbrough,Alemannia Aachen,3.Liga DE,GER - 3. Liga,Central Defender,DACH,30,24+,vollständig,29.29,🟠 MEDIUM,1.0,0.75,466.84,145.48,612.33,0.53,0.0,🔽 LOW,-206.1,306.55,103.01,409.55,0.3,1.0,❌ NO,-60.5,0.65,0.68,1.23,1.92,4.0,-0.01,5.5,0.444,BELOW,🔴 RISIKO,0.626,AVERAGE,0.659,AVERAGE,0.379,BELOW,0.648,AVERAGE,0.38,BELOW,0.277,BELOW,0.643,AVERAGE,0.316,BELOW,0.377,BELOW,,,,,,,,,,,,,,,,,,,1082,Defensivstark
Eric  Schreiber,Erzgebirge Aue U17,U17 BL,GER - U17 Bundesliga,Striker,DACH,17,U21,vollständig,27.93,—,0.0,-0.61,750.03,203.03,953.06,0.78,4.0,🔼 HIGH,77.1,326.99,67.29,394.28,0.46,1.0,❌ NO,-40.1,0.68,,1.57,2.04,0.0,0.02,5.5,0.393,BELOW,🔴 RISIKO,,,,,0.207,WEAK,,,0.62,AVERAGE,,,,,,,,,0.674,AVERAGE,,,0.677,AVERAGE,,,0.561,AVERAGE,0.261,BELOW,0.438,BELOW,0.301,BELOW,,,964,Allrounder
Tom  Prüsener,Fortuna Düsseldorf U19,U19 BL,GER - U19 Bundesliga,Midfielder,DACH,18,U21,vollständig,27.45,—,0.0,-1.09,634.95,147.6,782.54,0.19,0.0,🔽 LOW,-38.0,427.55,105.34,532.89,0.2,3.0,✅ YES,60.5,0.64,0.64,1.75,2.01,2.0,-0.02,5.5,0.123,WEAK,🔴 RISIKO,,,,,,,0.462,BELOW,0.256,BELOW,0.133,WEAK,,,,,0.765,STRONG,0.118,WEAK,0.163,WEAK,,,0.248,WEAK,,,,,,,,,,,541,Allrounder
Onno Feeken,Meppen U17,U17 BL,GER - U17 Bundesliga,Winger,DACH,17,U21,vollständig,28.73,🟠 MEDIUM,1.0,0.19,666.77,226.26,893.03,0.0,2.0,➡ MEDIUM,-6.2,351.4,121.09,472.49,0.0,1.0,❌ NO,-15.7,,,,,0.0,,5.5,0.031,WEAK,🔴 RISIKO,,,,,,,,,0.13,WEAK,,,,,,,,,0.365,BELOW,0.395,BELOW,0.078,WEAK,0.112,WEAK,,,0.154,WEAK,,,0.133,WEAK,0.165,WEAK,548,Allrounder
Jad Fadl,Energie Cottbus U17,U17 BL,GER - U17 Bundesliga,Winger,DACH,17,U21,vollständig,27.67,—,0.0,-0.87,791.21,209.89,1001.1,0.75,4.0,🔼 HIGH,118.3,365.28,58.68,423.96,0.78,1.0,❌ NO,-1.8,0.75,,,2.1,0.0,0.09,5.5,0.979,ELITE,🔴 RISIKO,,,,,,,,,0.922,ELITE,,,,,,,,,0.679,AVERAGE,0.77,STRONG,0.868,STRONG,0.929,ELITE,,,0.912,ELITE,,,0.679,AVERAGE,0.959,ELITE,531,Komplettflügel
Madoxx Milde,Wehen Wiesbaden U17,U17 BL,GER - U17 Bundesliga,Central Defender,DACH,17,U21,vollständig,29.66,🟠 MEDIUM,1.0,1.12,423.8,190.81,614.61,0.0,1.0,🔽 LOW,-249.2,292.51,133.44,425.96,0.0,1.0,❌ NO,-74.5,0.62,0.71,1.41,2.19,2.0,-0.04,5.5,0.387,BELOW,🔴 RISIKO,0.566,AVERAGE,0.466,BELOW,0.249,WEAK,0.386,BELOW,0.562,AVERAGE,0.536,AVERAGE,0.496,BELOW,0.291,BELOW,0.52,AVERAGE,,,,,,,,,,,,,,,,,,,691,Allrounder
Felix Meyer,Alemannia Aachen,3.Liga DE,GER - 3. Liga,Central Defender,DACH,24,24+,vollständig,29.49,🟠 MEDIUM,1.0,0.95,515.36,165.52,680.88,0.54,0.0,🔽 LOW,-157.6,324.39,105.59,429.98,0.41,2.0,✅ YES,-42.7,0.69,0.72,1.42,2.07,1.0,0.03,5.5,0.178,WEAK,🔴 RISIKO,0.528,AVERAGE,0.266,BELOW,0.303,BELOW,0.306,BELOW,0.098,WEAK,0.449,BELOW,0.639,AVERAGE,0.37,BELOW,0.098,WEAK,,,,,,,,,,,,,,,,,,,1304,Allrounder
Martin Moormann,Blau-Weiß Linz,AUT BL,AUT - Bundesliga,Central Defender,DACH,25,24+,vollständig,28.53,—,0.0,-0.01,444.36,148.24,592.6,0.66,1.0,🔽 LOW,-228.6,322.96,118.97,441.93,0.51,2.0,✅ YES,-44.1,0.66,0.72,1.24,2.05,3.0,0.0,5.5,0.803,STRONG,🔴 RISIKO,0.63,AVERAGE,0.288,BELOW,0.574,AVERAGE,0.762,STRONG,0.554,AVERAGE,0.939,ELITE,0.829,STRONG,0.588,AVERAGE,0.7,AVERAGE,,,,,,,,,,,,,,,,,,,1627,Spielaufbauer
Ifeanyi Ndukwe,Austria Wien II,AUT 2.L,AUT - 2. Liga,Central Defender,DACH,18,U21,vollständig,28.83,🟠 MEDIUM,1.0,0.29,491.79,132.11,623.91,0.64,0.0,🔽 LOW,-181.2,359.97,102.52,462.49,0.52,1.0,❌ NO,-7.1,0.66,0.68,1.32,1.85,4.0,0.0,5.5,0.798,STRONG,🔴 RISIKO,0.626,AVERAGE,0.492,BELOW,0.368,BELOW,0.794,STRONG,0.853,STRONG,0.221,WEAK,0.779,STRONG,0.842,STRONG,0.875,STRONG,,,,,,,,,,,,,,,,,,,854,Defensivstark
Manuel Mattera,Buchbach,RL Bayern,GER - Regionalliga Bayern,Fullback,DACH,25,24+,vollständig,28.74,🟠 MEDIUM,1.0,0.2,564.03,179.69,743.72,0.61,0.0,🔽 LOW,-108.9,358.66,109.94,468.6,0.66,2.0,✅ YES,-8.4,0.69,0.66,1.65,2.16,1.0,0.03,5.5,0.112,WEAK,🔴 RISIKO,0.596,AVERAGE,,,,,0.616,AVERAGE,0.192,WEAK,0.094,WEAK,0.25,BELOW,,,0.643,AVERAGE,0.077,WEAK,0.083,WEAK,0.035,WEAK,,,,,,,,,,,,,681,Defensiver AV
Sulo Ketola,Borussia M'gladbach U19,U19 BL,GER - U19 Bundesliga,Striker,DACH,19,U21,vollständig,28.93,🟠 MEDIUM,1.0,0.39,592.82,219.4,812.23,1.58,2.0,➡ MEDIUM,-80.1,316.16,93.4,409.56,0.29,0.0,❌ NO,-50.9,0.62,0.78,1.34,1.85,3.0,-0.04,5.5,0.278,BELOW,🔴 RISIKO,,,,,0.654,AVERAGE,,,0.14,WEAK,,,,,,,,,0.343,BELOW,,,0.398,BELOW,,,0.474,BELOW,0.257,BELOW,0.651,AVERAGE,0.491,BELOW,,,469,Kopfballstürmer
Lukas Pinckert,Elversberg,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Central Defender,DACH,26,24+,vollständig,29.01,🟠 MEDIUM,1.0,0.47,389.93,122.69,512.63,0.47,0.0,🔽 LOW,-283.0,270.9,98.04,368.94,0.48,1.0,❌ NO,-96.2,0.61,0.71,1.21,1.91,4.0,-0.05,5.5,0.749,AVERAGE,🔴 RISIKO,0.609,AVERAGE,0.53,AVERAGE,0.242,WEAK,0.748,AVERAGE,0.884,STRONG,0.506,AVERAGE,0.715,AVERAGE,0.636,AVERAGE,0.697,AVERAGE,,,,,,,,,,,,,,,,,,,2696,Defensivstark
Nderim Zogaj,Bayern München U17,U17 BL,GER - U17 Bundesliga,Midfielder,DACH,17,U21,vollständig,27.86,—,0.0,-0.68,540.92,135.98,676.9,0.29,0.0,🔽 LOW,-132.0,412.42,112.42,524.84,0.33,3.0,✅ YES,45.4,0.64,0.66,,2.19,2.0,-0.02,5.5,0.874,STRONG,🔴 RISIKO,,,,,,,0.975,ELITE,0.979,ELITE,0.355,BELOW,,,,,0.996,ELITE,0.491,BELOW,0.382,BELOW,,,0.59,AVERAGE,,,,,,,,,,,720,Defensivmittelfeld
Michaël Cuisance,Hertha BSC,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Midfielder,DACH,27,24+,vollständig,28.32,—,0.0,-0.22,847.4,239.06,1086.46,0.33,3.0,🔼 HIGH,174.4,382.58,93.18,475.76,0.14,1.0,❌ NO,15.5,0.7,0.7,1.56,1.76,2.0,0.04,5.5,0.529,AVERAGE,🔴 RISIKO,,,,,,,0.326,BELOW,0.397,BELOW,0.522,AVERAGE,,,,,0.213,WEAK,0.809,STRONG,0.653,AVERAGE,,,0.696,AVERAGE,,,,,,,,,,,2392,Passspieler
Killian Corredor,Darmstadt 98,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Winger,DACH,26,24+,vollständig,29.5,🟠 MEDIUM,1.0,0.96,757.74,272.56,1030.31,0.57,3.0,🔼 HIGH,84.8,328.35,72.04,400.39,0.0,0.0,❌ NO,-38.7,0.7,0.82,1.71,1.87,1.0,0.04,5.5,0.467,BELOW,🔴 RISIKO,,,,,,,,,0.691,AVERAGE,,,,,,,,,0.461,BELOW,0.667,AVERAGE,0.655,AVERAGE,0.49,BELOW,,,0.539,AVERAGE,,,0.197,WEAK,0.22,WEAK,1357,Tiefenläufer
Sandro Miguel Reyes,Gütersloh,RL West,GER - Regionalliga West,Midfielder,DACH,23,U23,vollständig,26.54,—,0.0,-2.0,914.4,140.75,1055.15,0.19,2.0,➡ MEDIUM,241.4,563.88,74.26,638.14,0.22,2.0,✅ YES,196.8,0.74,1.01,1.67,1.95,1.0,0.08,5.5,0.685,AVERAGE,🔴 RISIKO,,,,,,,0.491,BELOW,0.461,BELOW,0.82,STRONG,,,,,0.505,AVERAGE,0.355,BELOW,0.836,STRONG,,,0.585,AVERAGE,,,,,,,,,,,571,Spielmacher
Lennox Schulze,Dynamo Dresden U17,U17 BL,GER - U17 Bundesliga,Winger,DACH,17,U21,vollständig,27.71,—,0.0,-0.83,865.49,158.8,1024.29,0.4,2.0,➡ MEDIUM,192.5,425.86,61.02,486.88,0.0,2.0,✅ YES,58.8,0.82,0.88,,1.96,1.0,0.16,5.5,0.32,BELOW,🔴 RISIKO,,,,,,,,,0.543,AVERAGE,,,,,,,,,0.247,WEAK,0.058,WEAK,0.338,BELOW,0.266,BELOW,,,0.671,AVERAGE,,,0.785,STRONG,0.443,BELOW,488,Allrounder
Flavius Daniliuc,Basel,SUI SL,SUI - Super League,Central Defender,DACH,25,24+,vollständig,28.73,🟠 MEDIUM,1.0,0.19,487.38,155.07,642.45,0.36,0.0,🔽 LOW,-185.6,357.63,119.52,477.15,0.27,2.0,✅ YES,-9.4,0.67,0.74,1.47,1.96,1.0,0.01,5.5,0.874,STRONG,🔴 RISIKO,0.456,BELOW,0.901,ELITE,0.606,AVERAGE,0.953,ELITE,0.825,STRONG,0.624,AVERAGE,0.137,WEAK,0.88,STRONG,0.917,ELITE,,,,,,,,,,,,,,,,,,,1920,Spielaufbauender IV
Ben Stripling,Werder Bremen U17,U17 BL,GER - U17 Bundesliga,Midfielder,DACH,17,U21,vollständig,26.77,—,0.0,-1.77,760.6,115.11,875.71,0.0,2.0,➡ MEDIUM,87.6,523.04,92.98,616.01,0.0,2.0,✅ YES,156.0,0.65,0.78,,2.02,1.0,-0.01,5.5,0.337,BELOW,🔴 RISIKO,,,,,,,0.63,AVERAGE,0.471,BELOW,0.225,WEAK,,,,,0.793,STRONG,0.253,BELOW,0.141,WEAK,,,0.491,BELOW,,,,,,,,,,,1327,Defensivmittelfeld
Mikail Özkan,Köln II,RL West,GER - Regionalliga West,Central Defender,DACH,23,U23,vollständig,28.33,—,0.0,-0.21,494.49,163.42,657.91,0.71,1.0,🔽 LOW,-178.5,305.45,111.93,417.38,0.57,2.0,✅ YES,-61.6,0.6,0.71,1.25,2.01,3.0,-0.06,5.5,0.314,BELOW,🔴 RISIKO,0.165,WEAK,0.108,WEAK,0.405,BELOW,0.74,AVERAGE,0.739,AVERAGE,0.711,AVERAGE,0.269,BELOW,0.046,WEAK,0.486,BELOW,,,,,,,,,,,,,,,,,,,1367,Spielaufbauer
Samuel Spinner,Unterhaching U19,U19 BL,GER - U19 Bundesliga,Winger,DACH,18,U21,vollständig,27.4,—,0.0,-1.14,737.18,142.06,879.24,0.96,3.0,🔼 HIGH,64.2,369.04,76.03,445.07,0.0,1.0,❌ NO,2.0,0.63,0.63,,,2.0,-0.03,5.5,0.736,AVERAGE,🔴 RISIKO,,,,,,,,,0.838,STRONG,,,,,,,,,0.53,AVERAGE,0.355,BELOW,0.3,BELOW,0.541,AVERAGE,,,0.62,AVERAGE,,,0.828,STRONG,0.834,STRONG,517,Dribbler
Adrian Asani,Viktoria Aschaffenburg,RL Bayern,GER - Regionalliga Bayern,Midfielder,DACH,26,24+,vollständig,28.1,—,0.0,-0.44,587.81,150.47,738.27,0.0,0.0,🔽 LOW,-85.1,392.2,104.72,496.91,0.0,3.0,✅ YES,25.1,0.59,0.66,,2.05,2.0,-0.07,5.5,0.015,WEAK,🔴 RISIKO,,,,,,,0.435,BELOW,0.206,WEAK,0.05,WEAK,,,,,0.289,BELOW,0.071,WEAK,0.03,WEAK,,,0.112,WEAK,,,,,,,,,,,1211,Allrounder
Vasco Tritten,Stade Lausanne-Ouchy,SUI CL,SUI - Challenge League,Midfielder,DACH,21,U21,vollständig,28.7,🟠 MEDIUM,1.0,0.16,687.88,188.42,876.3,0.64,3.0,🔼 HIGH,14.9,360.7,77.14,437.83,0.25,0.0,❌ NO,-6.4,0.71,0.77,1.46,1.81,1.0,0.05,5.5,0.446,BELOW,🔴 RISIKO,,,,,,,0.174,WEAK,0.286,BELOW,0.66,AVERAGE,,,,,0.096,WEAK,0.765,STRONG,0.576,AVERAGE,,,0.826,STRONG,,,,,,,,,,,1523,Vorwärtsdribbler
Maximilian Thalhammer,Waldhof Mannheim,3.Liga DE,GER - 3. Liga,Midfielder,DACH,29,24+,vollständig,27.18,—,0.0,-1.36,651.2,157.98,809.18,0.3,0.0,🔽 LOW,-21.8,379.03,103.23,482.26,0.3,3.0,✅ YES,12.0,0.6,0.69,1.54,2.25,2.0,-0.06,5.5,0.736,AVERAGE,🔴 RISIKO,,,,,,,0.969,ELITE,0.843,STRONG,0.304,BELOW,,,,,0.833,STRONG,0.535,AVERAGE,0.444,BELOW,,,0.311,BELOW,,,,,,,,,,,720,Defensivmittelfeld
Leandro Mendes Rangel,Stuttgarter Kickers U17,U17 BL,GER - U17 Bundesliga,Midfielder,DACH,17,U21,vollständig,29.42,🟠 MEDIUM,1.0,0.88,669.82,247.31,917.14,0.51,2.0,➡ MEDIUM,-3.1,276.37,75.82,352.19,0.22,0.0,❌ NO,-90.7,0.58,0.62,1.42,1.81,3.0,-0.08,5.5,0.986,ELITE,🔴 RISIKO,,,,,,,0.806,STRONG,0.84,STRONG,0.946,ELITE,,,,,0.742,AVERAGE,0.665,AVERAGE,0.939,ELITE,,,0.936,ELITE,,,,,,,,,,,832,Spielmacher
Juan Ignacio Cabrera,Greuther Fürth II,RL Bayern,GER - Regionalliga Bayern,Winger,DACH,23,U23,vollständig,28.55,🟠 MEDIUM,1.0,0.01,806.83,165.89,972.72,0.45,2.0,➡ MEDIUM,133.9,389.25,64.26,453.51,0.25,1.0,❌ NO,22.2,0.7,0.89,,2.21,0.0,0.04,5.5,0.184,WEAK,🔴 RISIKO,,,,,,,,,0.185,WEAK,,,,,,,,,0.167,WEAK,0.297,BELOW,0.333,BELOW,0.422,BELOW,,,0.78,STRONG,,,0.257,BELOW,0.282,BELOW,499,Allrounder
Fabio Saiz Pennarossa,Yverdon Sport,SUI CL,SUI - Challenge League,Midfielder,DACH,25,24+,vollständig,26.91,—,0.0,-1.63,959.68,152.02,1111.7,0.26,2.0,➡ MEDIUM,286.7,504.41,65.5,569.9,0.0,2.0,✅ YES,137.4,0.71,0.72,1.71,2.0,1.0,0.05,5.5,0.746,AVERAGE,🔴 RISIKO,,,,,,,0.661,AVERAGE,0.876,STRONG,0.272,BELOW,,,,,0.743,AVERAGE,0.439,BELOW,0.522,AVERAGE,,,0.764,STRONG,,,,,,,,,,,1189,Defensivmittelfeld
